Rank_Title_链接,soda_链接,soda,soda_链接1,soda2,soda_链接3,soda4,soda_链接5,soda6
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=motivational&ref_=ttkw_kw_42,motivational,https://www.imdb.com/title/tt0097165/keywords?item=kw0124455," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=preparatory-school&ref_=ttkw_kw_41,preparatory school,https://www.imdb.com/title/tt0097165/keywords?item=kw0022148," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=teen-movie&ref_=ttkw_kw_44,teen movie,https://www.imdb.com/title/tt0097165/keywords?item=kw0053821," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=school-teacher&ref_=ttkw_kw_43,school teacher,https://www.imdb.com/title/tt0097165/keywords?item=kw0035448," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=year-1959&ref_=ttkw_kw_46,year 1959,https://www.imdb.com/title/tt0097165/keywords?item=kw0098549," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=famous-speech&ref_=ttkw_kw_45,famous speech,https://www.imdb.com/title/tt0097165/keywords?item=kw0051418," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=harvard-university&ref_=ttkw_kw_48,harvard university,https://www.imdb.com/title/tt0097165/keywords?item=kw0011419," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=marlon-brando-imitation&ref_=ttkw_kw_47,marlon brando imitation,https://www.imdb.com/title/tt0097165/keywords?item=kw0127677," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=moral-dilemma&ref_=ttkw_kw_50,moral dilemma,https://www.imdb.com/title/tt0097165/keywords?item=kw0025909," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=rebel-hero&ref_=ttkw_kw_49,rebel hero,https://www.imdb.com/title/tt0097165/keywords?item=kw0020266," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=conflicted-hero&ref_=ttkw_kw_52,conflicted hero,https://www.imdb.com/title/tt0097165/keywords?item=kw0029963," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=teacher-hero&ref_=ttkw_kw_51,teacher hero,https://www.imdb.com/title/tt0097165/keywords?item=kw0035094," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=dark-hero&ref_=ttkw_kw_54,dark hero,https://www.imdb.com/title/tt0097165/keywords?item=kw0026235," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=unlikely-hero&ref_=ttkw_kw_53,unlikely hero,https://www.imdb.com/title/tt0097165/keywords?item=kw0026181," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=silhouette&ref_=ttkw_kw_56,silhouette,https://www.imdb.com/title/tt0097165/keywords?item=kw0013464," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=symbolism&ref_=ttkw_kw_55,symbolism,https://www.imdb.com/title/tt0097165/keywords?item=kw0015948," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=following-a-dream&ref_=ttkw_kw_58,following a dream,https://www.imdb.com/title/tt0097165/keywords?item=kw0089323," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=repeated-line&ref_=ttkw_kw_57,repeated line,https://www.imdb.com/title/tt0097165/keywords?item=kw0052306," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=shot-in-sequence&ref_=ttkw_kw_60,shot in sequence,https://www.imdb.com/title/tt0097165/keywords?item=kw0079114," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=elongated-cry-of-no&ref_=ttkw_kw_59,elongated cry of no,https://www.imdb.com/title/tt0097165/keywords?item=kw0102964," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=conservative&ref_=ttkw_kw_62,conservative,https://www.imdb.com/title/tt0097165/keywords?item=kw0015819," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=pedagogy&ref_=ttkw_kw_61,pedagogy,https://www.imdb.com/title/tt0097165/keywords?item=kw0072769," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=classmate&ref_=ttkw_kw_64,classmate,https://www.imdb.com/title/tt0097165/keywords?item=kw0026067," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=morality&ref_=ttkw_kw_63,morality,https://www.imdb.com/title/tt0097165/keywords?item=kw0011525," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=teen-angst&ref_=ttkw_kw_66,teen angst,https://www.imdb.com/title/tt0097165/keywords?item=kw0025700," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=rowing&ref_=ttkw_kw_65,rowing,https://www.imdb.com/title/tt0097165/keywords?item=kw0012376," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=friendship&ref_=ttkw_kw_68,friendship,https://www.imdb.com/title/tt0097165/keywords?item=kw0011728," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=generation-gap&ref_=ttkw_kw_67,generation gap,https://www.imdb.com/title/tt0097165/keywords?item=kw0014367," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=boys%27-school&ref_=ttkw_kw_70,boys' school,https://www.imdb.com/title/tt0097165/keywords?item=kw0014795," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=compassion&ref_=ttkw_kw_69,compassion,https://www.imdb.com/title/tt0097165/keywords?item=kw0012453," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=teenage-boy&ref_=ttkw_kw_72,teenage boy,https://www.imdb.com/title/tt0097165/keywords?item=kw0022914," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=teenage-girl&ref_=ttkw_kw_71,teenage girl,https://www.imdb.com/title/tt0097165/keywords?item=kw0025796," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=blockbuster&ref_=ttkw_kw_74,blockbuster,https://www.imdb.com/title/tt0097165/keywords?item=kw0012005," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=spanking&ref_=ttkw_kw_73,spanking,https://www.imdb.com/title/tt0097165/keywords?item=kw0012897," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=voice-impressionist&ref_=ttkw_kw_76,voice impressionist,https://www.imdb.com/title/tt0097165/keywords?item=kw0016802," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=youth-club&ref_=ttkw_kw_75,youth club,https://www.imdb.com/title/tt0097165/keywords?item=kw0017067," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=mentor-protege-relationship&ref_=ttkw_kw_78,mentor protege relationship,https://www.imdb.com/title/tt0097165/keywords?item=kw0188604," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=teenage-romance&ref_=ttkw_kw_77,teenage romance,https://www.imdb.com/title/tt0097165/keywords?item=kw0023753," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=school-faculty&ref_=ttkw_kw_80,school faculty,https://www.imdb.com/title/tt0097165/keywords?item=kw0037260," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=schoolteacher&ref_=ttkw_kw_79,schoolteacher,https://www.imdb.com/title/tt0097165/keywords?item=kw0012031," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=school-club&ref_=ttkw_kw_82,school club,https://www.imdb.com/title/tt0097165/keywords?item=kw0038091," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=high-school-play&ref_=ttkw_kw_81,high school play,https://www.imdb.com/title/tt0097165/keywords?item=kw0038123," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=private-school&ref_=ttkw_kw_84,private school,https://www.imdb.com/title/tt0097165/keywords?item=kw0023437," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=school-class&ref_=ttkw_kw_83,school class,https://www.imdb.com/title/tt0097165/keywords?item=kw0027662," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=fired-from-the-job&ref_=ttkw_kw_86,fired from the job,https://www.imdb.com/title/tt0097165/keywords?item=kw0033626," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=english-literature&ref_=ttkw_kw_85,english literature,https://www.imdb.com/title/tt0097165/keywords?item=kw0024471," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=classic-literature&ref_=ttkw_kw_88,classic literature,https://www.imdb.com/title/tt0097165/keywords?item=kw0012368," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=club&ref_=ttkw_kw_87,club,https://www.imdb.com/title/tt0097165/keywords?item=kw0011451," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=anti-establishment&ref_=ttkw_kw_90,anti establishment,https://www.imdb.com/title/tt0097165/keywords?item=kw0021882," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=bohemian&ref_=ttkw_kw_89,bohemian,https://www.imdb.com/title/tt0097165/keywords?item=kw0013110," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=idealism&ref_=ttkw_kw_92,idealism,https://www.imdb.com/title/tt0097165/keywords?item=kw0013130," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=scapegoat&ref_=ttkw_kw_91,scapegoat,https://www.imdb.com/title/tt0097165/keywords?item=kw0016579," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=bird&ref_=ttkw_kw_94,bird,https://www.imdb.com/title/tt0097165/keywords?item=kw0011666," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=corporal-punishment&ref_=ttkw_kw_93,corporal punishment,https://www.imdb.com/title/tt0097165/keywords?item=kw0012908," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=philosophy&ref_=ttkw_kw_96,philosophy,https://www.imdb.com/title/tt0097165/keywords?item=kw0012149," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=acting&ref_=ttkw_kw_95,acting,https://www.imdb.com/title/tt0097165/keywords?item=kw0011933," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=loyalty&ref_=ttkw_kw_98,loyalty,https://www.imdb.com/title/tt0097165/keywords?item=kw0012102," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=teaching&ref_=ttkw_kw_97,teaching,https://www.imdb.com/title/tt0097165/keywords?item=kw0012735," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=art&ref_=ttkw_kw_100,art,https://www.imdb.com/title/tt0097165/keywords?item=kw0014554," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=first-love&ref_=ttkw_kw_99,first love,https://www.imdb.com/title/tt0097165/keywords?item=kw0015154," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=father-son-relationship&ref_=ttkw_kw_102,father son relationship,https://www.imdb.com/title/tt0097165/keywords?item=kw0012425," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=finding-own-voice&ref_=ttkw_kw_101,finding own voice,https://www.imdb.com/title/tt0097165/keywords?item=kw0026272," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,https://www.imdb.com/search/keyword?keywords=title-spoken-by-character&ref_=ttkw_kw_104,title spoken by character,https://www.imdb.com/title/tt0097165/keywords?item=kw0017505," Is this relevant?
",https://www.imdb.com/search/keyword?keywords=moral-courage&ref_=ttkw_kw_103,moral courage,https://www.imdb.com/title/tt0097165/keywords?item=kw0026301," Is this relevant?
"
https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,,,,,https://www.imdb.com/search/keyword?keywords=coming-of-age&ref_=ttkw_kw_105,coming of age,https://www.imdb.com/title/tt0097165/keywords?item=kw0018935," 0 of 1 found this relevant
"
https://www.imdb.com/title/tt0061512/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_212,,,,,,,,
https://www.imdb.com/title/tt0052618/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_213,https://www.imdb.com/search/keyword?keywords=whip&ref_=ttkw_kw_2,whip,https://www.imdb.com/title/tt0052618/keywords?item=kw0014271," 2 of 2 found this relevant
",https://www.imdb.com/search/keyword?keywords=homoerotic-subtext&ref_=ttkw_kw_1,homoerotic subtext,https://www.imdb.com/title/tt0052618/keywords?item=kw0245415," 5 of 7 found this relevant
"
https://www.imdb.com/title/tt0052618/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_213,https://www.imdb.com/search/keyword?keywords=baldness&ref_=ttkw_kw_4,baldness,https://www.imdb.com/title/tt0052618/keywords?item=kw0018363," 2 of 2 found this relevant
",https://www.imdb.com/search/keyword?keywords=person-on-fire&ref_=ttkw_kw_3,person on fire,https://www.imdb.com/title/tt0052618/keywords?item=kw0019013," 2 of 2 found this relevant
"
https://www.imdb.com/title/tt0052618/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_213,https://www.imdb.com/search/keyword?keywords=leper-colony&ref_=ttkw_kw_6,leper colony,https://www.imdb.com/title/tt0052618/keywords?item=kw0020528," 2 of 2 found this relevant
",https://www.imdb.com/search/keyword?keywords=talking-to-a-horse&ref_=ttkw_kw_5,talking to a horse,https://www.imdb.com/title/tt0052618/keywords?item=kw0044919," 2 of 2 found this relevant
"
https://www.imdb.com/title/tt0052618/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_213,https://www.imdb.com/search/keyword?keywords=whipping&ref_=ttkw_kw_8,whipping,https://www.imdb.com/title/tt0052618/keywords?item=kw0012014," 2 of 2 found this relevant
",https://www.imdb.com/search/keyword?keywords=masseuse&ref_=ttkw_kw_7,masseuse,https://www.imdb.com/title/tt0052618/keywords?item=kw0030855," 2 of 2 found this relevant
"
https://www.imdb.com/title/tt0052618/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_213,https://www.imdb.com/search/keyword?keywords=roman-empire&ref_=ttkw_kw_10,roman empire,https://www.imdb.com/title/tt0052618/keywords?item=kw0012263," 4 of 6 found this relevant
",https://www.imdb.com/search/keyword?keywords=leprosy&ref_=ttkw_kw_9,leprosy,https://www.imdb.com/title/tt0052618/keywords?item=kw0012571," 2 of 2 found this relevant
"
https://www.imdb.com/title/tt0052618/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_213,https://www.imdb.com/search/keyword?keywords=gay-interest&ref_=ttkw_kw_12,gay interest,https://www.imdb.com/title/tt0052618/keywords?item=kw0013022," 4 of 7 found this relevant
",https://www.imdb.com/search/keyword?keywords=gay-subtext&ref_=ttkw_kw_11,gay subtext,https://www.imdb.com/title/tt0052618/keywords?item=kw0036010," 5 of 9 found this relevant
"
https://www.imdb.com/title/tt0052618/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_213,https://www.imdb.com/search/keyword?keywords=revenge&ref_=ttkw_kw_14,revenge,https://www.imdb.com/title/tt0052618/keywords?item=kw0011420," 2 of 3 found this relevant
",https://www.imdb.com/search/keyword?keywords=ancient-rome&ref_=ttkw_kw_13,ancient rome,https://www.imdb.com/title/tt0052618/keywords?item=kw0011750," 3 of 5 found this relevant
"
https://www.imdb.com/title/tt0052618/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_213,https://www.imdb.com/search/keyword?keywords=sea&ref_=ttkw_kw_16,sea,https://www.imdb.com/title/tt0052618/keywords?item=kw0011719," 2 of 3 found this relevant
",https://www.imdb.com/search/keyword?keywords=slave&ref_=ttkw_kw_15,slave,https://www.imdb.com/title/tt0052618/keywords?item=kw0013010," 2 of 3 found this relevant
"
https://www.imdb.com/title/tt0052618/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_213,https://www.imdb.com/search/keyword?keywords=jewish&ref_=ttkw_kw_18,jewish,https://www.imdb.com/title/tt0052618/keywords?item=kw0013275," 2 of 3 found this relevant
",https://www.imdb.com/search/keyword?keywords=jew&ref_=ttkw_kw_17,jew,https://www.imdb.com/title/tt0052618/keywords?item=kw0012334," 2 of 3 found this relevant
"
https://www.imdb.com/title/tt0052618/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=Y52QZ0YJDXXQG8B9DV5M&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_213,https://www.imdb.com/search/keyword?keywords=false-accusation&ref_=ttkw_kw_20,false accusation,https://www.imdb.com/title/tt0052618/keywords?item=kw0013623," 2 of 3 found this relevant
",https://www.imdb.com/search/keyword?keywords=reference-to-god&ref_=ttkw_kw_19,reference to god,https://www.imdb.com/title/tt0052618/keywords?item=kw0040529," 2 of 3 found this relevant
"
